CUI,mention
C1403582,superficial mass
C0007776,cortical-type
C0159028,symptoms
C0558288,prn
C0935966,Demerol
C0262581,no known drug allergies
CUI-less,no acute distress
C0277910,systolic ejection murmur
C0232249,I/VI
C0232249,murmur
C0234233,tenderness
C0392752,localizing
C0039478,sensation to temperature
C0441994,lower
C0230026,left facial
C0205216,decreased
C0205091,left
C0205216,decreased
C0231762,shrug
C0340321,old
C0340321,inferior myocardial infarction
C1287077,Q wave
C0472376,bleed in the
C0472376,thalamus
C0205090,right
C0332482,distortion
C2945599,mild
C0332294,resulting
C0392201,sugars
C0205090,Right
C0472376,thalamic hemorrhage
C1288083,flexor and plantar
C0026269,MITRAL STENOSIS
C0026269,Mitral stenosis
C0040961,Tricuspid regurgitation
C0018801,heart failure
C0694539,chronic atrial fibrillation
C0024117,chronic obstructive lung disease
C0014591,Epistaxis
C0699129,Coumadin
C0018795,Cardiac catheterization
C0024119,Pulmonary function test
C0035436,rheumatic fever
C0694539,chronic atrial fibrillation
C0699129,Coumadin
C0033707,prothrombin time
C0085826,anti-platelet agents
C0264716,progressive heart failure
C0430461,A Holter
C0004238,atrial fibrillation
C0262662,ventricular bigemini
C0020538,hypertension
C0011849,diabetes
C1445957,her cholesterol
C0018799,heart disease
C0004906,Vanceril
C0024117,chronic obstructive pulmonary disease
C0033687,proteinuria
C0030600,a partial gastrectomy
C0027651,a &quot; tumor &quot;
C0003611,an appendectomy
C0008320,cholecystectomy
C0012265,Digoxin
C0699992,Lasix
C0004057,aspirin
C0004906,Vanceril
C3466236,Transdermal nitroglycerin
C0018681,headache
C0034107,Heart rate
C0005824,blood pressure
C1167958,Neck veins distended
C0277909,Apical impulse
C0232237,S3
C0232275,opening snap
C0442800,enlarged
C0577835,Pulses
C0013604,edema
C0018935,Hematocrit
C0202194,potassium
C0005845,BUN
C0201975,creatinine
C0392201,blood sugar
C0337449,Digoxin
C1623258,Electrocardiogram
C0004238,atrial fibrillation
C0085612,moderate ventricular response
C0262525,incomplete right bundle branch block
C0232296,right axis deviation
C0162770,right ventricular hypertrophy
C0264702,apical infarction
C0039985,Chest x-ray
C0013604,interstitial edema
C0018795,Cardiac catheterization
C0009566,complication
C0456165,Right atrial pressure
C0040961,tricuspid regurgitation
C0428900,tricuspid valve gradient
C0428642,Pulmonary artery pressure
C0034094,Pulmonary capillary wedge pressure
C0428905,aortic valve gradient
C0199630,Fich cardiac output
C0428175,Arterial oxygen saturation
C1287681,FVC
C0429706,FEV1
C3873910,a mechanical valve
C0190173,valve replacement
C3472620,commissurotomy
C0014591,epistaxis
C0014591,nasal hemorrhage
C0699129,Coumadin
C0184661,The procedure
C0394033,the neuroradiology procedure
C0699129,Coumadin
C3472655,mitral commissurotomy
C0035139,replacement
C0396902,tricuspid annuloplasty
C0699992,Lasix
C0012265,Digoxin
C0699992,Lasix
C0004057,aspirin
C0004906,Vanceril
C0205191,chronic
C0151636,ventricular ectopy
C2945760,recurrent
C0039070,syncope
C0277926,Liver
C0277926,pulsatile
C0750482,slightly
C1762617,weak
C1706488,dorsalis pedis pulses
C0522501,markedly
C0205250,elevated
C0547040,minimal
C0919718,mitral valve calcification
C0547040,minimal
C0428791,aortic valve calcification
C2945599,mild
C0003504,aortic regurgitation
C0522501,marked
C0020461,hyperkalemia
C0029163,bleeding from the mouth
C0014591,bleeding from the
C0014591,nose
C0225883,Right ventricular
C1720139,heave
C0333164,narrowly
C0425620,S2
C0425620,physiologically split
C0225811,apex
C0232276,Diastolic rumble
C0425698,varicose veins
C0205124,Superficial
C0700321,small
C0747635,bilateral effusions
C0205400,thickening
C2945599,mild
C0279033,replacement
C0032821,Potassium
C1268245,lower sternal border
C0205091,left
C0232257,systolic murmur
C0232250,Grade II
C0232250,murmur
C1268245,lower sternal border
C0205091,left
C0232262,diastolic murmur
C0232281,decrescendo
C0232250,Grade II
C0232250,murmur
C0225860,left atrial
C0225883,right ventricular
C0034052,pulmonary arterial
C2711450,enlargement
C0450093,very large
C0428901,mitral valve gradient
C0026266,mitral regurgitation
C0549177,large
C0225860,left atrium
C0524428,mid left anterior descending
C0004153,atherosclerosis
C2945599,mild
C4302321,Room air
C0150411,arterial blood gas
C0449416,source
C0019080,bleeding
C0344093,interventional neuroradiology
C0441597,occlusion
C0232233,S2
C0232233,accentuation
C4304075,LEFT KNEE OSTEOARTHRITIS
C2732757,LEFT TOTAL KNEE ARTHROPLASTY
C0029408,osteoarthritis
C2142181,left knee pain
C0006856,a cane
C0024485,MRI
C0559036,degenerative meniscus
C0234253,rest pain
C0332218,difficulties
C0032285,Pneumonia
C0019158,Hepatitis
C1279420,Anxiety neurosis
C0013806,shock therapy
C0404079,Total abdominal hysterectomy
C0699142,Tylenol
C0013085,DOXEPIN
C0033774,ITCHING
C0475091,her orthopaedic exam
C0443344,valgus
C0018935,a hematocrit
C0202194,Potassium
C0543467,surgery
C1623258,Her EKG
C2732757,a left total knee arthroplasty
C0184661,the procedure
C0179751,Her epidural catheter
C0179802,The Foley catheter
C0241705,difficulties voiding
C4048284,benzodiazepines
C0591585,Haldol
C0085631,agitation
C0007546,Kefzol
C0699129,Coumadin
C0475610,whiskey spirits
C0018935,Her hematocrit
C0033707,a PT
C0033707,Her PT
C0699129,Coumadin
C0874799,Tylenol #3
C0949766,Physical Therapy
C0949766,Physical Therapy
C0043016,a walker
C0010397,crutches
C0013604,edema
C0043250,her wound
C0029445,osteonecrotic defect
C0582800,femoral condyle
C0205091,left
C0439608,elective
C2732757,left total knee arthroplasty
C0443344,valgus
C1444783,instability
C2937276,slight
C0013687,effusion
C2945599,mild
C0180499,drains
C0085631,agitated
C0750482,slightly
C0011854,INSULIN DEPENDENT DIABETES MELLITUS
C2349195,ANTERIOR MYOCARDIAL INFARCTION
C0034063,PULMONARY EDEMA
C0020443,HYPERCHOLESTEROLEMIA
C0340320,prior anterior myocardial infarction
C0011854,insulin dependent diabetes mellitus
C0034063,pulmonary edema
C2349195,an acute anterior myocardial infarction
C0042397,pressors
C0018795,a cardiac catheterization
C0340285,a three vessel coronary artery disease
C1290385,an occluded RCA
C0184666,this hospitalization
C0232174,an ejection fraction
C0232171,akinesis
C1623258,an electrocardiogram
C0008031,chest pain
C0030252,palpitations
C0700590,diaphoresis
C0027497,nausea
C0034063,pulmonary edema
C0039985,chest x-ray
C0445398,diuresed
C0027051,myocardial infarction
C1623258,His ECG
C0583980,further management
C0011854,Insulin dependent diabetes mellitus
C0035309,retinopathy
C2219978,foot lesions
C0521707,Bilateral cataracts
C0194907,an orchiopexy
C0010417,undescended testicle
C1956346,Coronary artery disease
C0004057,Aspirin
C0006938,Capoten
C0021658,NPH insulin
C0021641,Regular insulin
C0074554,simvastatin
C0012265,digoxin
C0027051,myocardial infarction
C0027051,a myocardial infarction
C0204688,Temperature
C0034107,heart rate
C0005824,blood pressure
C1443397,respiratory rate
C0523807,an oxygen saturation
C1167958,jugular venous distention
C0004339,auscultation
C0043144,wheezes
C0034642,rales
C0425641,extra heart sounds
C0018808,murmurs
C0013604,edema
C0005845,BUN
C0201975,creatinine
C0023508,White count
C0018935,hematocrit
C0033707,PT
C1254541,an INR
C0030605,PTT
C0039985,Chest x-ray
C0332448,infiltrates
C0034063,pulmonary edema
C0042014,Urinalysis
C1623258,Electrocardiogram
C0583980,further management
C0034063,his pulmonary edema
C1956346,his coronary artery disease
C0018795,cardiac catheterization
C0018795,cardiac catheterization
C0456165,an RA pressure
C0456166,an RV pressure
C0428642,PA pressure
C0199668,wedge
C0333183,an 80% stenosis
C0028778,occluded
CUI-less,left-to-left filling
C0018795,this cardiac catheterization
C0699992,Lasix
C0445398,diuresis
C0006938,his Captopril
CUI-less,greater afterload reduction
C0015260,an exercise tolerance test
C0033325,viability evaluation
C0581603,revascularization
C0699129,Coumadin
C3661817,his low ejection fraction
C0445398,diuresis
C0021658,Insulin NPH
C0021641,insulin Regular
C0004057,aspirin
C0012265,digoxin
C0074554,simvastatin
C0006938,captopril
C0699129,Coumadin
C0699992,Lasix
C0033707,his PT
C1254541,INR
C0202194,potassium
C0013404,shortness of breath
C1276802,acute
C0009566,complications
C0439064,multiple
C0226033,proximal LAD
C0205082,high grade
C0221198,lesion
C0226040,left circumflex
C0226040,after the OM
C0028778,occlusion
C0226039,distal left circumflex
C0013516,echocardiogram
C0205168,thin
C0459218,fibrotic septum
C1299393,moderately severe
C0232172,hypokinesis
C1276802,acutely
C0013404,short of breath
C0022116,ischemic
C0443172,changes
C0205156,previous
C1623258,ECG
C0429059,flat T waves
C0449216,aVL
C0449212,I
C0226040,OM
C0549177,large
C0226032,LAD
C0699992,Lasix
C2317349,IV
C0549177,large
C0428778,DT
C0205156,previous
C0007430,catheterization
C0699992,Lasix
C2316867,oral
C1276413,medical regimen
C0205217,augmented
C0205250,high
C0456165,right-sided filling pressure
C0333183,50%
C0333183,stenosis
C0333182,100%
C0333182,stenosis
C0262581,No known drug allergies
C0400979,BILIARY OBSTRUCTION
C0149978,RECTAL CARCINOMA
C0149750,PARTIAL COLECTOMY
C0346974,METASTATIC COLON CARCINOMA
C0020538,HYPERTENSION
C0003507,AORTIC STENOSIS
C1283190,PORCINE VALVE
C0042029,URINARY TRACT INFECTION
C0008311,CHOLANGITIS
C0002871,ANEMIA
C0346975,metastatic rectal cancer
C0400979,biliary obstruction
C0183512,biliary stents
C0420266,further evaluation
C0008310,endoscopic retrograde cholangiopancreatography
C1285253,dilated ducts
C0344093,interventional radiology
C0005423,his biliary tree
C0205191,a prolonged course
C0007546,Ancef
C3854019,Gentamicin
C0282638,antibiotic prophylaxis
C0701042,Cipro
C0728763,Vasotec
C0699790,colon carcinoma
C0204688,Temperature
C0005824,blood pressure
C0034107,heart rate
C1443397,respirations
C0523807,02 sat
C0004339,auscultation
C0520960,nontender
C0013604,edema
C0031809,exam
C0023508,White count
C0018935,hematocrit
C0201899,AST
C0201836,ALT
C0202113,LDH
C0201913,Total bilirubin
C0201916,direct bilirubin
C0201850,Alkaline phosphatase
C0003232,antibiotics
CUI-less,bilious material
C0000737,belly pain
C0027497,nausea
C0042963,vomiting
C0199176,prophylaxis
CUI-less,AH
C0522523,percutaneous
C0180499,drains
C0332218,difficult
C0184661,procedure
C0205093,lateral
C0522523,percutaneous
C0180499,drains
C0205090,right
C0458345,sternal border
C0085590,catheter
C0549183,midline
C0180499,drain
C0205266,intact
C0180499,drain
C0701042,Cipro
C2316867,p.o.
C0038257,stent
C0204977,home
C0204977,care
C0180499,drains
C0232257,systolic murmur
C0033213,problems
CUI-less,no acute distress
C0232250,II / VI
C0232250,murmur
C0024117,CHRONIC OBSTRUCTIVE PULMONARY DISEASE
C0024117,Chronic obstructive pulmonary disease
C0086543,cataract
C0029456,osteoporosis
C0040997,trigeminal neuralgia
C0024117,chronic obstructive pulmonary disease
C0574066,progressive shortness of breath
C0021925,intubated
C0003948,asbestos exposure
C0149796,tuberculosis exposure
C0040997,trigeminal neuralgia
C0016034,fibrocystic breast disease
C0014175,endometriosis
C0404079,total abdominal hysterectomy
C0039644,Tetracycline
C0014806,Erythromycin
C0701198,declomycin
C0013604,edema
C0015230,rash
C0030875,Talwin
C0233407,disorientation
C0426576,gastrointestinal symptoms
C0699512,Dilantin
C0015230,rash
C0013604,edema
C0026549,morphine
C0033774,itching
C0426576,gastrointestinal symptoms
C0935966,Demerol
C0030554,paresthesias
C1272644,fibrocystic changes
C0523891,Serum sodium
C0202194,potassium
C0201952,chloride
C0201930,C02
C0201925,calcium
C0202178,phosphorus
C0373675,Magnesium
C0005845,BUN
C0201975,creatinine
C0337438,glucose
C0202239,uric acid
C1445957,Cholesterol
C0202236,triglycerides
C0392885,HDL
C0202117,LDL
C0555903,total protein
C0877347,globulin
C0201916,direct bilirubin
C0201913,total bilirubin
C0201850,alkaline phosphatase
C0201883,amylase
C0201973,CPK
C0202123,The LH
C0202022,FSH
C0202230,TSH
C0201968,cortisol
C1278256,Urine cotenine
C0337434,Estradialol
C0023508,White blood count
C0018935,hematocrit
C0032181,platelet
C0863148,mean corpuscular volume
C0369183,MCH
C0474535,MCHC
C0033707,PT
C0030605,PTT
C0042014,Urinalysis
C1176468,Sed rate
C1294919,Varicella antibody
C0430437,CMV antibody
C0201666,toxo
C0201405,RPR
C0429706,FEV1
C0430511,vital capacity
C0040509,total lung capacity
C2959886,Cardiopulmonary exercise study
C0013516,Echocardiogram
C0189898,A left and right heart catheterization
C0085532,coronary angiogram
C0456180,aortic
C0445074,mean
C0428642,PA
C0445074,mean
C0034094,PC
C0456166,RV
C0456165,RA
C1293858,cardiac output
C0428776,index
C1258192,Systemic arterial resistance
C1623258,The electrocardiogram
C0520878,a short PR interval
C1287073,delta wave
C0429016,clockwise rotation present
C0559313,ventilation to the left
C0559314,ventilation to the right
C0203464,Abdominal ultrasound
C0459958,HIV testing
C1445958,Hepatitis serologies
C0029134,optic neuritis
C0087111,treatment
C0577887,sinus problems
C0040997,the trigeminal pain
C0037885,the sphenoid
C2364135,the patient &apos;s discomfort
CUI-less,the studies
CUI-less,her routine care
C1690487,her condition
C0374711,surgical repair
C0040997,trigeminal neuralgia
C0201899,SGOT
C0202113,LDH
C0009566,complications
C0038317,Steroid
C0016034,fibrocystic breast disease
C0205219,diffuse
C0205082,severe
C0034067,lobular emphysema
C0024128,lung transplant
C1293091,pre
C1293091,transplant evaluation
C0439857,dependent
C0038317,steroid
C0186321,shoulder surgery
C0205091,left
C0017189,gastrointestinal
C0231199,intolerance
C0205219,diffuse
C0231875,expiratory wheezes
C0439742,scattered
C0577962,expiratory crackles
C0202255,125 dihydroxy vitamin D levels
C0373558,25 hydroxy vitamin D
C0373558,levels
C0199525,DLCO
C0444438,single breath
C0560738,VQ scan
C0392762,quantitative
C0031001,perfusion
C0450424,to the left
C0031001,perfusion
C0546911,to the right
C0521707,cataracts
C2945599,mild
C0038317,steroids
C0205191,chronic
C0344299,temporal disc pallor
C0229089,OD
CUI-less,subtle
C0439557,acute
C0420637,pathology
C0154587,adjustment related anxiety
C2945599,mild
C0278061,MENTAL STATUS CHANGE
C0007642,CELLULITIS
C0278061,MENTAL STATUS CHANGES
C0003507,AORTIC STENOSIS
C0026266,MITRAL REGURGITATION
C0085639,FALL
C0007787,TRANSIENT ISCHEMIC ATTACK
C0038454,CEREBROVASCULAR ACCIDENT
C0004238,ATRIAL FIBRILLATION
C0087111,treatment
C2888111,a right lower extremity cellulitis
C0282386,Levofloxacin
C0034991,rehabilitation
C0282386,Levofloxacin
C0007642,the cellulitis
C0683369,confused
C3662017,combative
C0013516,echocardiogram
C0428898,a peak gradient
C0003501,aortic valve area
CUI-less,continuity equation
C0018802,congestive heart failure
C0026266,Mitral regurgitation
C0013516,echocardiogram
C0004238,atrial fibrillation
C0007820,cerebrovascular disease
C0020538,Hypertension
C1956391,temporal arteritis
C0009319,colitis
C0012265,Digoxin
C0699992,Lasix
C0004057,Aspirin
C0699129,Coumadin
C0701383,Zaroxolyn
C0032821,Potassium
C0032952,Prednisone
C0376569,Fosamax
C0282386,Levofloxacin
C0678129,Axid
C0600122,Buspar
C0162723,Zyrtec
C0031809,Physical examination
CUI-less,noxious stimuli
C0150404,Vital signs
C0034107,Heart rate
C1443397,respiratory rate
C0005824,blood pressure
C0204688,temperature
C0523807,oxygen saturation
C0437951,Head and neck examination
C0436149,Skin examination
C0023223,a leg ulcer
C0007642,cellulitis
C0085666,spider angiomata
C0018021,thyromegaly
C0562319,The heart examination
C0232237,S3
C0439015,Vascular examination
C0562238,Abdominal examination
C0520960,non-tender
C0577599,non-distended
C4075263,organomegaly
C1265602,masses
C0436150,The patient &apos;s extremity examination
C0027853,Neurological examination
C0013216,medications
C0030193,pain
C1287940,Her deep tendon reflexes
C0337443,Sodium
C0202194,potassium
C0201952,chloride
C0005845,BUN
C0201975,creatinine
C0201899,AST
C0201850,alkaline phosphatase
C0201913,total bilirubin
C0201838,albumin
C0201925,calcium
C0337449,Digoxin level
C0018935,Hematocrit
C0032181,platelet count
C0023508,white blood cell count
C0863148,MCV
C0005790,Coagulation studies
C0033707,PT
C1254541,an INR
C0030605,PTT
C0332448,infiltrate
C0018802,congestive heart failure
C0202691,Head CT scan
C0019080,bleed
C0042014,Urinalysis
C0680226,argumentative
C0683369,confused
C0027853,A neurologic work-up
C0202691,a CT scan of the head
C0333276,acute bleed
C0037943,a lumbar puncture
C0337438,a glucose
C0202202,protein
C0023508,white blood cell count
C0014772,red blood cell count
C0863146,xanthrochromasia
C0085631,her agitation
C0009450,infection
C0025517,her metabolic condition
C0027853,A neurological examination
C0205161,abnormality
C0011923,imaging
C2711858,a head scan
C0019080,bleed
C0203145,a cervical spine series
C0029408,degenerative joint disease
C0420266,further testing
C0412604,a neck CT scan
C2888111,Right lower extremity cellulitis
C0043250,the wound
C0003232,antibiotics
C0009450,infection
C1960800,critical aortic stenosis
C0026266,mitral regurgitation
C0085639,fall
C0202691,A head CT scan
C0203145,cervical spine series
C0521654,deficits
C0004238,Atrial fibrillation
C0699129,The patient &apos;s Coumadin
C0311468,elevated bilirubins
C0023901,These liver function tests
C0004057,Aspirin
C0012265,Digoxin
C0699992,Lasix
C0701383,Zaroxolyn
C0032952,Prednisone
C0699129,Coumadin
C0032825,Kay Ciel
C0376569,Fosamax
C0002600,Amitriptyline
C0600122,Buspar
C0034991,rehabilitation
C0043250,WOUND
C0230415,RIGHT LOWER EXTREMITY
C0007642,cellulitis
C0332271,worsening
C0205314,new
C0683369,confusion
C0003507,aortic stenosis
C0205082,severe
C0027324,Nafcillin
C0332324,sensitive
C0038172,Staphylococcus aureus
C0027324,Nafcillin
C0230415,right leg
C0333229,fluid collection
C2888111,cellulitis of the right leg
C0003507,Aortic stenosis
C0205082,severe
C0205191,chronic
C0038317,steroids
C0016655,fractures
C0223084,vertebral body
C2723006,Toprol
C0344106,sedation
C0004339,auscultation
C0238767,bilaterally
C0277909,PMI
C0443318,sustained
C0007642,cellulitis
C0205238,true
C0003232,antibiotics
C0439590,prolonged
C0041834,erythema
C0205161,Abnormal
C0023901,liver function tests
C0232174,ejection fraction
C0444686,Calculated
C0262581,no known drug allergies
C0018808,cardiac murmurs
C0041834,erythema
C4302817,right calf
C0041582,ulcer
C0700321,small
C0235195,sedated
C0030193,painful
C0234402,stimuli
C0039985,chest x-ray
C0457453,admission
C0442822,trace
C0239937,microscopic hematuria
C0184661,procedures
C0424350,uncooperative
C0013216,medications
C0439064,multiple
C0016658,fracture
C0151849,elevated alkaline phosphatase
C2945599,mildly
C1291022,high pitched murmur
C1291034,blowing
C1291034,murmur
C0232258,holosystolic murmur
C0232136,carotid impulses
C0004611,bacteria
CUI-less,near complete
C0332465,obliteration
C0577818,second heart sound
C0008370,cholestatic
C0700364,picture
CUI-less,XL
C0205392,some
C0232250,two out of six
C0232250,murmur
CUI-less,quite
C0205379,obvious
C0205392,some
C0007282,Carotid stenosis
C0003507,Aortic stenosis
C1956346,Coronary artery disease
C0003507,aortic stenosis
C0008031,chest pain
C1261322,evaluation
C0003506,aortic valve replace-ment
C0577698,exertional angina
C0008031,chest pain
C0220870,light-headedness
C0220870,light-headedness
C0008031,chest pain
C0220870,light-headedness
C0013404,shortness of breath
C0700590,diaphoresis
C0027497,nausea
C0042963,vomiting
C0332189,the episodes
C0030193,The pain
C0220870,light-headedness
C1261322,evaluation
C0003506,aortic valve replacement
C0020443,hypercholesterolemia
C0020538,hypertension
C0011849,diabetes
C0003507,aortic stenosis
C0013516,echocardiogram
C0149721,left ventricular hypertrophy
C0232174,ejection fraction
C0428905,an aortic valve gradient
C0042133,uterine fibroids
C0404079,total abdominal hysterectomy
C0017601,glaucoma
C0020538,hypertension
C0004057,aspirin
C0031809,physical examination
C0277797,afebrile
C0005824,blood pressure
C0034107,heart rate
CUI-less,HEENT examination
C1167958,JVD
C0004339,auscultation
C0562319,Cardiac examination
C0232200,gallop
C0520960,nontender
C0149651,clubbing
C0010520,cyanosis
C0013604,edema
C0577835,her peripheral pulses
C0337443,Sodium
C0202194,potassium
C0005845,BUN
C0201975,creatinine
C0033707,PT
C0030605,PTT
C0023508,WBC
C0018935,hematocrit
C0032181,platelets
C1623258,EKG
C0149721,left ventricular hyper-trophy
C0018795,cardiac catheterization
C0202896,Carotid angiography
C0003506,an aortic valve replacement
C0182440,# 19 St. Jude valve
C0010055,coronary artery bypass graft
C0729538,saphenous vein graft
C0184661,the procedure
C2202995,her left upper extremity weakness
C0040405,a CT scan
C0021308,infarction
C0004238,atrial fibrillation
C0565959,a new event
C2202995,the left upper extremity weakness
C0002978,angiography
C0003537,aphasia
C0043016,a walker
C0034991,her rehabilitation activities
C0522794,heparin therapy
C0003506,her aortic valve replacement
C0034991,her rehabilitation
C0700776,Lopressor
C0028066,Nifedipine
C1813619,Timoptic solution
C0699129,Coumadin
C0591585,Haldol
C0085631,agitation
C0683369,confusion
C0033707,the patient &apos;s prothrombin time
C0027530,neck
C0460139,pressure
C1455762,dull
C0232167,heart wall motion
C0205090,right
C0205161,abnormali-ties
C0007273,carotid disease
C0205309,known
C0238767,bilateral
C0230420,legs
C1456822,claudication
C0013216,Medications
C0457453,on admission
C1813619,Timoptic solution
C0003742,arcussenilis
C0238767,bilateral
C0007280,carotid bruits
C0018808,murmur
C0425548,transmitted
C0429867,upstroke
C0007272,carotid
C0439834,slow
C0205090,right
C0232257,systolic murmur
C1268243,upper sternal border
C0205094,anterior
C1287078,R-waves
C0449258,progression
C0542537,poor
C0226037,left circumflex artery
C0333183,70% stenosis
C1283343,left anterior descending
C0333183,50% stenosis
C1261316,right coronary artery
C0333183,10% stenosis
C0226157,left internal carotid
C0333183,stenosis of 90%
C0226156,right internal carotid artery
C1320736,critical
C1261287,stenosis
C0014099,carotid endarterectomy
C0205090,right
C0205392,some
C2202995,left upper extremity weakness
C0042373,vessel disease
C0205219,diffuse
C0700321,small
C0205392,some
C0230329,right upper
C0230329,extremity
C0230415,right lower extremity
C0520966,discoordination
C0205402,noted
C2316391,drip
C0019134,heparin
C0159028,symptoms
C0444532,right-sided
C0205392,some
C0332120,elements
C0003537,aphasia
C0750502,significant
C1261287,stenosis
C4303646,left carotid artery
C0014099,carotid endarterectomy
C0205091,left
C0521654,deficit
C1609982,residual
C0205392,some
C2202995,left upper extremity weakness
C0699129,Coumadin
C0150457,anticoagulation therapy
C0238767,bilaterally
C0238767,bilateral
C0020502,HYPERPARATHYROIDISM
C0020502,hyperparathyroidism
C0026268,mitral valve replacement
C0020538,hypertension
C0004238,atrial fibrillation
C0007194,hypertrophic obstructive cardiomyopathy
C0029408,osteoarthritis
C0017601,glaucoma
C0011860,non-insulin dependent diabetes mellitus
C0162522,laparoscopic cholecystectomy
C0012358,dilation and curettage
C2939459,cataract surgery
C0079989,Parathyroidectomy
C0020502,her hyperparathyroidism
C0007194,hypertrophic obstructive cardiomyopathy
C0026268,mitral valve replacement
C0694539,chronic atrial fibrillation
C0020538,hypertension
C0079989,parathyroidectomy
C2733087,replacement of her knees bilaterally
C1293091,preoperative evaluation
C0020437,a high calcium
C0543467,the surgery
C0420266,Further testing
C0020502,hyperparathyroidism
C0026268,mitral valve replacement
C0182440,a St. Jude &apos;s mechanical valve
C0699129,Coumadin
C0020538,hypertension
C0020538,hypertension
C0004238,atrial fibrillation
C0013778,cardioversion
C0007194,hypertrophic obstructive cardiomyopathy
C0029408,osteoarthritis
C2733087,bilateral total knee replacements
C0017601,glaucoma
C0011860,non insulin dependent diabetes mellitus
C0019360,shingles
C0162522,laparoscopic cholecystectomy
C0012358,dilation and curettage
C0334108,polyps
C2939459,cataract surgery
C0700003,Lopid
C0032825,K-Dur
C0699992,Lasix
C0699129,Coumadin
C0162712,Norvasc
C0012265,Digoxin
C0700776,Lopressor
C0701228,Glucotrol
C0040235,Timoptic
C1247518,Pilocarpine gel
C0489633,The review of systems
C0231807,dyspnea on exertion
C0013404,shortness of breath
C0013404,shortness of breath
C0013404,short of breath
C0031809,physical examination
C0034107,Her pulse
C0005824,blood pressure
C0204688,temperature
C1443397,respirations
CUI-less,"The head , eyes , ears , nose and throat examination"
C0436125,Cardiovascular exam
C0425589,irregularly irregular rhythm
C0199900,rectal examination
C0023508,white blood count
C0018935,hematocrit
C0201992,electrolytes
C0337438,glucose
C0033707,prothrombin time
C1254541,INR
C0030605,partial thromboplastin time
C1623258,The electrocardiogram
C0004238,atrial fibrillation
C0428978,slow ventricular response
C0428959,digitalis effect
C0149721,left ventricular hypertrophy
C0559157,cardiac history
C0231807,dyspnea on exertion
C0020437,increased calcium
C0020502,hyperparathyroidism
C0079989,parathyroidectomy
C0079989,parathyroidectomy
C0001430,an adenoma
C0443172,changes
C0019134,heparin
C0699129,Coumadin
C0019134,her heparin
C0202498,her Coumadin levels
C0033707,the prothrombin time
C1254541,INR
C0151786,muscular weakness
C0201927,An ionized calcium
CUI-less,Os-Cal
C0201927,her ionized calcium
CUI-less,her Os-Cal
C0006699,calcium gluconate
C1254541,an INR
C0033707,a prothrombin time
C0201925,Her calcium
C0201838,albumin
C0523826,phosphate
C0201927,the ionized calcium
C0699129,Coumadin
C0700003,Lopid
C0032825,K-Dur
CUI-less,Os-Cal
C0592076,Rocaltrol
C0699992,Lasix
C0162712,Norvasc
C0012265,Digoxin
C0700776,Lopressor
C0701228,Glucotrol
C0033707,her prothrombin time
C1254541,INR
C1304279,cheek basal cell carcinoma
C0205090,right
C0205091,left
C0405352,breast biopsy
C0543467,surgical
C1261322,evaluation
C0202159,PTH
C0205250,elevated
C0027530,neck
C1265602,masses
C0019825,hoarseness in her voice
C0205246,generalized
C0205392,some
C0011168,dysphagia
C0205392,some
C0011168,difficulties with swallowing
C0205090,right
C1304279,cheek basal cell carcinoma
C0205091,left
C0405352,breast biopsy
C0262581,No known drug allergies
C0030517,parathyroid
C0030517,diseases
C0040128,thyroid diseases
CUI-less,no acute distress
C0205271,irregular
C0205284,border
C0558347,revision
C2939459,cataract surgery
C0425643,systolic click
C0442800,enlarged
C0522501,markedly
C0205392,some
C0239836,tingling in her hands
C0205392,some
C0030554,tingling
C0230028,perioral region
C0201927,ionized calcium
C0205216,decreased
C0016129,fingers
C0030554,tingling
C0523826,phosphate levels
C0201925,calcium
C0201925,levels
C0201838,albumin
C0201838,levels
C1720707,pupils
C1720707,very sluggishly reactive
C1140680,Ovarian cancer
C0020538,Hypertension
C0004096,asthma
C0028754,obesity
C0018808,heart murmur
C0019112,hemorrhoids
C0043167,whooping cough
C0404079,Total abdominal hysterectomy
C0195495,bilateral salpingooophorectomy
C0198614,omentectomy
C0015252,removal
C0577559,mass
C0042023,urinary frequency
C0011991,diarrhea
C0200044,gynecologic care
C0278028,urinary symptoms
C0203475,a pelvic ultrasound
C0024485,MRI
C0020538,Hypertension
C0004096,asthma
C3536597,hospitalizations
C0028754,obesity
C0018808,heart murmur
C0019112,hemorrhoids
C0043167,whooping cough
C0040423,Tonsillectomy
C0015252,removal
C0022650,a renal calculus
C0008320,cholecystectomy
C1384606,dyspareunia
C0024671,a mammogram
C0722805,Prinzide
C0354688,albuterol inhaler
C0935966,Demerol
C0041582,ulceration
C0021492,IM injection
C0016470,food allergies
C0236071,throat constriction
C0007102,colon cancer
C0455052,bowel preparation
C0543467,the surgery
C0404079,atotal abdominal hysterectomy
C0195495,bilateral salpingooophorectomy
C0198614,omentectomy
C0015252,removal
C0577559,mass
C0200739,the frozen section
C0543467,the surgery
C0018935,a hematocrit
C0028961,low urine output
C2316467,packed red blood cell
C2919339,Her urine output
C0009566,any complications
C0430404,the patient &apos;s urine culture
C0282386,Levofloxacin
C1970989,her Foley
C1275732,a port
C0013404,shortness of breath
C0039985,Achest x-ray
C0034063,pulmonary edema
C0277797,afebrile
C0150404,her vital signs
C2919339,urine output
C0027497,nausea
C0206046,Zofran
C0085678,a nasogastric tube
